Age,Gender,City,Education_Level,Income,J_ds,Grade,churn,inc_rating,t_b_v,income_increase,Reporting_year,Reporting_moth,Reporting_day,Dofj_year,Dofj_moth,Dofj_day
31.0,0.0,15,2,64444,2,2,0,0,0.0,0,2020,12,1,2020,9,28
35.0,0.0,15,1,89585,2,2,0,1,292068.0,0,2020,12,1,2020,7,31
34.0,0.0,15,2,52990,2,2,1,0,138110.0,0,2019,2,1,2018,5,8
29.0,0.0,15,0,49410,2,2,0,0,2994154.0,0,2020,12,1,2020,7,31
29.0,1.0,15,1,41581,1,1,0,1,1386370.71,0,2020,12,1,2019,11,16
30.0,0.0,15,1,80591,3,3,1,0,0.0,0,2019,11,1,2019,11,10
43.0,1.0,14,1,55112,1,2,1,0,668000.0,0,2020,1,1,2016,4,30
34.0,1.0,14,0,71977,3,3,0,0,325990.0,0,2020,12,1,2020,9,28
38.0,0.0,14,1,43747,2,2,1,0,0.0,0,2020,5,1,2020,4,17
33.0,0.0,14,0,73087,1,2,1,0,789555.83,0,2019,12,1,2018,4,6
27.0,0.0,14,1,46464,1,1,1,0,0.0,0,2020,2,1,2019,10,31
24.0,1.0,14,0,68309,1,2,1,0,201953.33,0,2019,3,1,2018,7,5
32.0,1.0,14,2,44062,1,1,1,0,79896.67,0,2020,7,1,2020,11,2
34.0,0.0,14,1,112066,3,3,1,0,348225.0,0,2020,3,1,2019,2,8
35.0,1.0,7,0,50118,2,2,1,0,0.0,0,2019,1,1,2018,11,30
33.0,0.0,7,1,102175,3,3,1,1,204764.0,0,2020,12,1,2020,8,17
31.0,0.0,7,2,81440,3,3,1,0,0.0,0,2020,7,1,2020,5,29
35.0,1.0,7,0,49939,1,1,0,1,484276.67,0,2020,12,1,2018,11,11
25.0,0.0,23,1,46856,1,1,1,0,0.0,0,2019,2,1,2018,1,8
37.0,1.0,23,2,61133,3,3,1,0,62290.0,0,2019,4,1,2018,9,15
32.0,0.6,23,2,30860,1,2,1,0,327760.0,0,2019,11,1,2018,5,14
34.0,0.0,23,2,69412,2,2,0,1,652778.75,0,2020,12,1,2020,1,5
31.0,0.0,23,2,60118,2,2,0,0,0.0,0,2020,12,1,2020,11,28
34.0,0.0,23,1,27548,2,2,1,0,25001.67,0,2020,7,1,2020,1,30
37.0,1.0,6,0,69789,2,4,0,1,1069706.25,0,2020,12,1,2015,10,15
35.0,1.0,6,1,82078,3,3,0,0,449847.78,0,2020,12,1,2020,3,29
35.0,1.0,6,2,38572,2,2,1,0,124398.89,0,2020,11,1,2020,3,13
33.0,0.0,6,0,103994,4,4,1,0,28176.0,0,2020,1,1,2019,8,29
34.0,1.0,6,0,17607,2,2,1,0,44920.0,0,2019,3,1,2019,5,1
34.0,1.0,6,2,108284,3,3,0,0,0.0,0,2020,12,1,2020,3,11
33.0,0.0,28,0,30106,1,1,1,0,20930.0,0,2019,5,1,2018,11,24
25.0,1.0,28,2,51796,1,1,1,0,138600.0,0,2019,3,1,2018,6,11
31.0,0.0,28,1,46239,1,1,1,0,88750.0,0,2019,5,1,2018,9,17
31.0,0.0,28,2,57356,1,1,0,0,0.0,0,2020,12,1,2020,7,12
33.0,1.0,28,1,62905,3,3,1,0,196365.0,0,2020,7,1,2019,5,8
34.0,0.0,28,2,50547,3,3,0,1,140032.0,0,2020,12,1,2020,7,8
28.0,0.0,28,0,12779,1,1,1,0,0.0,0,2020,5,1,2020,2,21
30.0,0.0,28,1,67371,1,3,0,0,974232.08,1,2020,12,1,2017,8,2
36.0,0.0,28,2,114416,3,3,0,0,0.0,0,2020,12,1,2020,12,14
24.0,1.0,28,0,22962,1,1,1,0,228560.0,0,2019,2,1,2018,9,15
34.0,1.0,28,2,32376,1,1,1,0,400630.87,0,2020,11,1,2017,4,8
39.0,1.0,28,1,98374,1,3,0,0,1218862.92,1,2020,12,1,2018,1,10
35.0,0.0,28,1,18378,1,1,1,0,0.0,0,2020,11,1,2020,7,8
29.0,0.0,28,0,22895,1,2,1,0,190591.82,0,2019,11,1,2017,8,25
33.0,0.0,28,1,95188,3,3,0,1,201814.0,0,2020,12,1,2020,7,31
28.0,0.0,28,1,76076,2,2,1,0,445876.67,0,2020,5,1,2019,1,12
41.0,0.0,28,2,26301,1,1,0,0,365778.33,0,2020,6,1,2016,6,5
42.0,1.0,28,2,52588,1,1,1,0,336736.36,0,2019,11,1,2017,6,12
26.0,0.0,28,0,23094,1,1,0,1,706697.14,0,2020,12,1,2019,1,11
42.0,0.0,21,1,71974,3,3,0,0,149771.0,0,2020,12,1,2020,9,3
52.0,1.0,21,1,78200,1,3,0,0,720299.17,0,2020,12,1,2017,1,13
33.0,1.0,21,1,66416,2,2,1,0,0.0,0,2020,9,1,2020,6,14
34.0,1.0,21,1,122554,1,4,0,0,2241977.08,0,2020,12,1,2015,5,11
38.0,0.0,21,0,75499,3,3,1,0,0.0,0,2020,9,1,2020,8,6
35.0,0.0,13,0,99876,3,3,1,0,0.0,0,2020,7,1,2020,1,30
27.0,0.0,13,2,39328,1,1,1,0,294104.44,0,2019,9,1,2018,10,2
30.0,1.0,13,1,64699,2,3,1,0,0.0,0,2019,1,1,2018,2,13
30.0,1.0,13,2,109986,3,3,1,0,180084.0,0,2019,12,1,2019,7,29
33.0,1.0,15,0,101005,2,4,0,0,1307173.33,0,2020,12,1,2013,3,5
26.0,0.0,15,1,15970,1,1,1,0,0.0,0,2020,7,1,2020,4,17
28.0,0.0,15,0,61991,2,2,0,0,434640.0,0,2020,12,1,2020,4,10
37.0,0.0,15,2,118722,1,4,0,0,1473435.42,0,2020,12,1,2017,6,23
24.0,1.0,4,2,21234,1,1,1,0,0.0,0,2019,9,1,2019,11,7
29.0,0.0,4,2,50022,2,2,1,0,86976.67,0,2020,4,1,2019,11,15
24.0,1.0,4,0,61727,2,2,0,0,0.0,0,2020,12,1,2020,12,13
33.0,1.0,4,1,55949,2,2,0,0,0.0,0,2020,12,1,2020,12,18
26.0,0.0,4,0,46789,2,2,1,0,28812.0,0,2019,5,1,2018,11,30
22.0,1.0,4,0,26083,1,1,1,1,85714.29,0,2019,12,1,2019,6,21
32.0,0.0,7,2,70899,2,2,0,1,322748.0,0,2020,12,1,2020,8,14
25.0,0.0,7,0,19245,1,1,0,0,0.0,0,2020,12,1,2020,9,28
38.0,0.0,7,1,107178,3,3,0,0,368658.75,0,2020,12,1,2020,1,5
42.0,0.0,7,2,43305,2,2,0,0,0.0,0,2020,12,1,2020,11,20
30.0,1.0,7,2,75735,2,2,1,0,141095.0,0,2019,4,1,2018,6,15
28.0,0.0,7,1,51433,2,2,1,0,0.0,0,2020,11,1,2020,2,8
37.0,0.0,7,0,40035,1,1,1,0,382481.58,0,2020,7,1,2018,5,13
28.0,1.0,7,1,95465,2,2,1,0,1078870.0,0,2020,5,1,2018,7,21
42.0,1.0,7,1,72584,2,3,0,1,885471.11,1,2020,12,1,2019,6,28
28.0,0.0,11,0,56498,2,2,1,0,0.0,0,2020,4,1,2020,12,4
30.0,0.0,11,2,36558,1,1,1,0,0.0,0,2019,3,1,2019,8,1
35.0,0.0,11,1,62599,3,3,0,0,0.0,0,2020,12,1,2020,11,30
37.0,0.0,11,0,59653,2,2,0,0,0.0,0,2020,12,1,2020,12,19
27.0,1.0,11,2,48097,3,3,1,0,0.0,0,2020,7,1,2020,6,22
27.0,0.0,29,0,47419,1,2,1,0,741477.0,0,2019,10,1,2018,5,16
49.0,0.0,29,2,54491,1,1,0,0,647383.33,0,2020,12,1,2018,7,9
38.0,0.0,29,2,55698,2,2,0,1,245276.0,0,2020,12,1,2020,1,8
26.0,0.0,29,0,18088,1,1,1,0,0.0,0,2020,8,1,2020,5,29
30.0,0.0,29,1,37992,1,1,1,0,302746.67,0,2020,1,1,2019,8,13
38.0,0.0,29,2,48409,1,1,1,0,0.0,0,2019,10,1,2019,1,8
28.0,0.0,29,1,37630,2,2,1,0,0.0,0,2019,12,1,2019,10,13
22.0,1.0,29,0,30295,1,1,1,0,0.0,0,2020,1,1,2019,10,25
37.0,1.0,29,2,90851,3,3,1,0,0.0,0,2020,1,1,2019,11,15
33.0,1.0,29,2,87845,2,2,0,1,514635.56,0,2020,12,1,2019,7,13
28.0,0.0,17,2,54527,2,2,1,0,0.0,0,2020,3,1,2020,1,16
33.0,0.0,17,2,78442,3,3,0,1,726416.67,0,2020,2,1,2019,3,9
30.0,1.0,22,1,42262,1,1,0,1,527593.75,0,2020,12,1,2016,4,25
32.0,0.0,22,0,12456,1,1,1,0,214383.33,0,2019,3,1,2018,5,13
33.0,1.0,22,2,71748,2,2,0,0,0.0,0,2020,12,1,2020,11,30
32.0,0.0,22,1,45575,1,1,1,0,343048.89,0,2020,5,1,2019,8,9
36.0,0.0,22,0,115006,1,4,1,0,2155005.0,0,2020,8,1,2017,12,17
35.0,1.0,22,2,92594,3,3,0,1,356903.75,0,2020,12,1,2020,1,5
44.0,1.0,22,2,82540,3,3,0,0,159440.0,0,2020,12,1,2020,7,31
30.0,0.0,23,2,133978,2,4,1,0,1459313.0,0,2019,10,1,2015,5,31
32.0,1.0,23,1,42565,2,2,1,0,284317.14,0,2020,7,1,2019,6,20
38.0,0.0,23,1,21755,1,1,0,0,509162.08,0,2020,12,1,2018,6,29
34.0,0.0,23,0,50372,1,1,1,0,65550.0,0,2020,3,1,2019,8,12
42.0,0.0,23,1,94965,1,2,1,0,402636.0,0,2019,10,1,2016,11,14
29.0,0.0,23,0,106983,2,4,0,1,2381627.08,0,2020,12,1,2015,11,26
24.0,1.0,21,2,50554,1,1,1,0,209353.33,0,2019,9,1,2018,10,3
43.0,1.0,21,2,67971,3,3,1,0,75341.67,0,2020,7,1,2020,10,2
40.0,1.0,1,2,81975,1,3,0,1,1047217.92,0,2020,12,1,2016,7,18
36.0,1.0,1,0,15291,2,2,1,0,107332.86,0,2020,11,1,2020,5,19
32.0,0.0,1,1,43975,2,2,1,0,27200.0,0,2020,12,1,2020,3,7
31.0,1.0,1,1,44069,1,1,1,0,161200.0,0,2019,5,1,2018,11,18
32.0,0.0,1,0,19217,1,1,1,0,270447.5,0,2020,11,1,2019,1,12
35.0,1.0,1,1,39499,1,1,1,0,0.0,0,2019,12,1,2019,7,25
23.0,0.0,1,1,37143,1,2,0,0,2279650.83,1,2020,12,1,2020,1,14
40.0,1.0,1,2,55519,1,1,1,0,319553.08,0,2020,1,1,2018,5,22
38.0,1.0,26,1,130277,3,3,1,0,141145.71,0,2020,1,1,2019,4,7
24.0,1.0,26,0,47117,2,2,1,0,100084.0,0,2020,10,1,2020,5,30
41.0,0.0,26,0,84791,3,3,1,0,0.0,0,2020,5,1,2020,4,24
29.0,1.0,12,0,98630,2,2,1,0,12400.0,0,2019,11,1,2019,7,21
39.0,0.0,12,1,72550,1,2,0,0,866362.5,0,2020,12,1,2018,7,5
31.0,1.0,12,0,15520,1,1,1,0,0.0,0,2019,4,1,2018,12,28
29.0,0.0,12,0,73103,2,2,1,0,290426.0,0,2019,5,1,2016,11,25
31.0,0.0,12,0,66074,2,2,1,0,0.0,0,2019,1,1,2018,6,16
38.0,0.0,12,1,62041,2,2,0,1,2274017.69,0,2020,12,1,2019,12,12
27.0,1.0,12,2,77369,1,3,1,0,289062.0,0,2019,5,1,2016,4,29
35.0,0.0,12,0,60358,1,2,0,1,445949.58,0,2020,12,1,2018,6,24
30.0,0.0,12,2,35658,1,1,0,1,531440.0,0,2020,12,1,2019,10,31
38.0,0.0,12,2,66569,2,2,0,1,195870.0,0,2020,12,1,2020,1,9
37.0,1.0,12,0,98306,1,2,1,0,784266.67,0,2019,12,1,2016,4,27
39.0,1.0,1,0,108122,5,5,0,1,1442923.33,0,2020,12,1,2018,8,31
32.0,1.0,1,1,38456,2,2,1,0,0.0,0,2020,8,1,2020,7,18
32.0,1.0,1,2,72186,2,2,0,0,0.0,0,2020,12,1,2020,7,12
54.0,0.0,1,2,145861,1,4,0,0,2124457.08,1,2020,12,1,2018,8,6
30.0,1.0,1,0,10883,1,1,1,0,0.0,0,2019,1,1,2018,9,23
37.0,0.0,1,1,42785,1,1,0,0,93442.67,0,2020,12,1,2019,10,21
32.0,0.0,1,1,53471,2,2,1,0,62660.0,0,2019,11,1,2019,6,5
31.0,0.0,1,2,78444,3,3,1,0,0.0,0,2020,8,1,2020,11,4
24.0,1.0,1,1,34521,1,1,1,0,125000.0,0,2019,2,1,2018,10,26
41.0,1.0,1,1,100150,3,3,1,0,273684.0,0,2019,5,1,2018,10,10
29.0,0.0,11,0,65870,3,3,1,0,68055.0,0,2019,12,1,2019,8,29
28.0,1.0,11,0,50693,2,2,0,0,373997.06,0,2020,12,1,2019,7,30
28.0,1.0,11,1,53931,1,1,0,1,359020.0,0,2020,12,1,2019,11,14
31.0,0.0,11,2,55419,2,2,1,0,267181.11,0,2019,9,1,2018,10,27
35.0,0.0,11,0,81271,3,3,0,0,240956.67,0,2020,12,1,2020,2,10
26.0,1.0,11,1,52789,1,1,1,0,153432.5,0,2019,8,1,2018,5,28
34.0,0.0,11,1,94237,3,3,1,0,0.0,0,2019,12,1,2019,5,10
37.0,0.0,11,2,39644,1,1,1,0,384327.5,0,2020,8,1,2018,5,30
37.0,1.0,11,2,27467,1,1,0,1,327377.65,0,2020,12,1,2019,8,15
23.0,0.0,9,2,89580,3,3,0,0,87663.33,0,2020,12,1,2020,9,28
31.0,0.0,9,2,51643,1,2,1,0,-4770.0,0,2019,3,1,2016,4,29
26.0,0.0,9,2,50803,1,1,1,0,110420.0,0,2019,2,1,2018,6,6
38.0,1.0,9,1,18106,1,1,1,0,107020.0,0,2019,4,1,2018,7,12
36.0,1.0,9,1,72219,2,2,1,0,290664.0,0,2020,9,1,2019,4,7
35.0,0.0,9,2,39823,1,1,1,0,58333.33,0,2020,4,1,2019,2,11
33.0,0.0,9,1,74620,2,2,1,0,176614.67,0,2020,9,1,2019,11,7
33.0,1.0,26,2,78813,2,2,1,0,58333.33,0,2020,3,1,2019,10,26
27.0,1.0,26,1,32574,1,1,1,0,58560.0,0,2020,1,1,2019,7,30
25.0,1.0,26,0,21150,1,1,1,0,210806.67,0,2019,3,1,2018,8,10
35.0,1.0,26,0,26928,1,1,1,0,361162.0,0,2019,5,1,2018,5,22
35.0,0.0,26,0,55638,3,3,1,0,0.0,0,2019,5,1,2019,4,5
36.0,0.0,26,0,58027,3,3,1,0,0.0,0,2019,12,1,2019,5,9
34.0,0.0,26,1,70921,3,3,1,0,208233.33,0,2020,3,1,2019,4,4
21.0,1.0,26,0,22115,1,1,1,0,115948.0,0,2019,5,1,2018,5,30
28.0,0.0,26,2,36070,1,1,1,0,0.0,0,2019,1,1,2018,5,20
34.0,0.0,26,1,66225,2,2,1,0,229049.17,0,2020,3,1,2019,4,25
34.0,1.0,26,1,75773,2,3,0,0,1576414.58,1,2020,12,1,2018,10,23
29.0,0.0,8,2,111414,3,3,1,0,0.0,0,2019,10,1,2019,8,16
40.0,1.0,8,2,25178,1,1,1,0,283620.0,0,2020,10,1,2020,1,19
36.0,0.0,8,2,67498,2,2,1,0,210800.0,0,2020,6,1,2020,2,1
34.0,0.0,18,0,76396,2,2,1,0,71554.29,0,2020,11,1,2020,5,22
28.0,0.0,18,1,48963,2,2,0,0,83346.67,0,2020,12,1,2020,9,28
44.0,1.0,18,1,67140,1,1,1,0,250337.14,0,2020,2,1,2019,4,8
38.0,0.0,14,1,57190,3,3,0,0,0.0,0,2020,12,1,2020,11,28
34.0,0.0,14,2,69401,3,3,0,0,125215.0,0,2020,12,1,2020,4,9
28.0,1.0,14,1,41463,1,1,1,0,142521.11,0,2020,6,1,2019,10,14
40.0,1.0,14,0,37413,1,2,0,1,1789402.11,1,2020,12,1,2019,6,20
26.0,1.0,14,1,39790,1,1,0,0,0.0,0,2020,12,1,2020,11,29
31.0,0.0,14,2,70088,1,1,1,0,0.0,0,2019,1,1,2018,10,9
46.0,1.0,14,0,116163,1,4,1,0,1134248.18,0,2019,11,1,2017,11,7
39.0,1.0,25,1,17493,1,1,1,0,79726.67,0,2019,6,1,2018,9,29
34.0,1.0,25,2,43026,2,2,1,0,0.0,0,2020,12,1,2020,9,28
40.0,0.0,25,1,107712,4,4,0,1,1380984.44,0,2020,12,1,2019,7,18
34.0,0.0,25,2,157124,2,3,0,0,977959.58,0,2020,12,1,2015,8,13
28.0,0.0,25,2,76525,3,3,1,0,0.0,0,2020,8,1,2020,5,29
50.0,1.0,25,1,55465,2,3,1,0,259167.0,0,2019,10,1,2015,7,23
33.0,0.0,25,0,33154,3,3,1,0,136118.0,0,2020,6,1,2020,1,2
30.0,0.0,25,0,24291,1,1,0,0,0.0,0,2020,1,1,2019,10,25
32.0,0.0,14,1,70038,2,2,1,0,33396.67,0,2019,3,1,2018,11,18
35.0,0.0,14,0,53117,3,3,0,1,166502.0,0,2020,12,1,2020,7,31
32.0,1.0,14,0,31057,2,2,1,0,89671.11,0,2020,7,1,2019,11,24
36.0,1.0,14,1,75417,2,3,1,0,581242.14,0,2020,2,1,2013,1,10
29.0,0.0,14,0,15186,2,2,0,0,72156.67,0,2020,12,1,2020,7,18
31.0,0.0,14,0,54901,2,2,1,0,0.0,0,2019,8,1,2019,5,27
36.0,0.0,14,2,58052,2,2,1,0,78790.0,0,2019,12,1,2019,6,23
33.0,0.0,14,0,67126,1,3,1,0,375170.0,0,2020,1,1,2017,8,19
39.0,0.0,14,0,43705,2,2,1,0,0.0,0,2019,1,1,2018,12,6
27.0,0.0,14,0,74837,2,2,0,0,0.0,0,2020,12,1,2020,7,11
33.0,0.0,14,1,99415,2,2,1,0,38208.0,0,2020,12,1,2020,1,8
44.0,0.0,14,0,49049,2,2,1,0,149830.0,0,2019,5,1,2018,9,6
34.0,1.0,14,2,54212,2,3,1,0,1298494.44,0,2019,9,1,2018,9,10
31.0,1.0,14,2,29306,2,2,1,0,148966.36,0,2020,6,1,2019,8,8
39.0,0.0,14,2,105400,3,3,1,0,0.0,0,2020,2,1,2020,1,13
32.0,0.0,14,1,44463,2,2,0,0,0.0,0,2020,12,1,2020,5,12
31.0,0.0,14,2,52007,2,2,1,0,0.0,0,2019,9,1,2019,5,7
32.0,0.0,14,0,107592,4,4,1,0,438388.57,0,2020,6,1,2019,11,30
40.0,0.0,14,2,26796,1,1,1,0,113240.0,0,2019,5,1,2018,11,21
29.0,0.0,14,1,72843,2,2,1,0,0.0,0,2019,12,1,2019,9,28
45.0,1.0,14,0,32736,2,3,1,0,742857.65,0,2020,5,1,2015,7,26
43.0,1.0,8,1,87325,3,3,1,0,113288.0,0,2020,8,1,2020,11,4
30.0,0.0,8,2,25483,1,1,1,0,190740.0,0,2019,12,1,2019,5,25
39.0,0.0,8,0,17496,2,2,1,0,0.0,0,2020,12,1,2020,9,19
29.0,1.0,8,0,54231,1,1,1,0,228807.14,0,2019,7,1,2018,1,1
37.0,1.0,8,2,66350,1,1,0,0,529477.08,0,2020,12,1,2018,5,22
27.0,0.0,5,0,28447,1,1,1,0,734195.83,0,2020,12,1,2018,6,27
31.0,1.0,5,2,37695,1,1,0,1,399556.67,0,2020,12,1,2020,7,17
34.0,0.0,5,2,47651,2,2,1,0,90750.0,0,2019,9,1,2019,6,6
34.0,0.0,5,1,88121,1,2,0,0,970738.33,0,2020,12,1,2018,9,6
48.0,1.0,28,2,44722,1,1,1,0,216338.0,0,2019,5,1,2018,9,21
23.0,0.0,28,2,44907,1,1,1,0,0.0,0,2019,1,1,2018,9,7
42.2,1.0,4,0,52711,2,2,1,0,83660.0,0,2020,12,1,2020,11,7
29.0,0.0,4,0,68975,2,2,0,0,0.0,0,2020,12,1,2020,3,11
28.0,1.0,4,1,77197,2,2,1,0,424845.71,0,2019,7,1,2018,10,30
41.0,1.0,4,2,82617,3,3,0,0,117076.67,0,2020,12,1,2020,2,10
33.0,1.0,4,2,68259,3,3,0,1,511511.11,0,2020,12,1,2019,5,7
28.0,0.0,4,0,88777,2,2,1,0,0.0,0,2019,10,1,2019,2,8
34.0,0.0,4,0,38059,1,1,1,0,563937.78,0,2019,9,1,2015,10,25
31.0,1.0,4,0,74265,3,3,1,0,0.0,0,2020,6,1,2020,4,27
27.0,1.0,4,2,25458,1,1,1,0,129388.89,0,2020,2,1,2019,6,25
35.0,0.0,4,2,51930,2,2,1,0,66666.67,0,2019,9,1,2019,7,21
32.0,0.0,4,0,44566,2,2,1,0,33626.67,0,2019,3,1,2018,12,24
51.0,0.0,4,0,81150,2,3,1,0,201946.67,0,2019,3,1,2016,11,28
40.0,1.0,4,1,89118,1,4,1,1,593162.22,0,2019,9,1,2013,12,8
30.0,0.0,4,2,54154,2,2,0,1,206910.0,0,2020,12,1,2020,6,22
36.0,0.0,14,1,57908,2,2,1,0,126950.0,0,2019,2,1,2018,9,17
46.0,1.0,14,2,30292,1,1,1,0,0.0,0,2019,11,1,2019,2,8
31.0,0.0,14,1,54821,2,2,1,0,573272.5,0,2019,8,1,2018,5,23
37.0,1.0,14,1,106794,3,3,1,0,127181.82,0,2020,5,1,2019,4,7
32.0,1.0,12,1,44160,2,2,1,0,0.0,0,2019,1,1,2018,9,19
37.0,1.0,10,2,48576,2,2,0,1,220120.0,0,2020,12,1,2020,7,17
39.0,0.0,10,2,59112,2,2,1,0,0.0,0,2020,5,1,2020,2,3
32.0,1.0,10,1,58073,3,3,0,0,57300.0,0,2020,12,1,2020,6,9
33.0,1.0,29,0,19072,1,1,1,0,280820.0,0,2019,6,1,2018,2,18
36.0,0.0,29,0,64693,2,2,1,0,338124.0,0,2019,5,1,2018,6,29
33.0,0.0,29,1,119870,3,3,0,1,431036.11,0,2020,12,1,2019,7,7
33.0,0.0,16,1,80586,1,3,1,0,340043.33,0,2019,9,1,2016,4,27
27.0,0.0,16,1,27806,1,1,1,0,132861.11,0,2020,8,1,2019,9,12
33.0,1.0,16,1,81561,3,3,1,0,0.0,0,2019,9,1,2019,7,7
25.0,0.0,16,2,44061,1,1,1,0,0.0,0,2020,11,1,2020,3,7
40.0,0.0,29,0,126416,3,3,1,1,229203.75,0,2020,6,1,2019,11,15
34.0,0.0,29,1,77528,3,3,0,0,0.0,0,2020,12,1,2020,11,28
27.0,0.0,29,2,29181,1,1,1,0,451414.0,0,2019,10,1,2018,5,21
31.0,1.0,29,1,47329,1,2,0,0,872560.42,0,2020,12,1,2017,6,11
29.0,0.0,29,1,20641,1,1,1,1,188838.0,0,2020,3,1,2019,1,11
32.0,1.0,29,1,55374,1,1,0,0,306486.67,0,2020,12,1,2020,9,28
38.0,0.0,29,2,41446,1,1,1,0,92005.0,0,2020,1,1,2019,8,15
31.0,0.0,29,2,67679,1,1,1,0,199036.25,0,2019,8,1,2018,1,12
34.0,0.0,6,0,17855,1,1,0,0,83953.33,0,2020,12,1,2020,10,7
29.2,0.0,6,1,62396,3,3,1,0,139130.0,0,2020,11,1,2020,6,28
31.0,1.0,24,2,58946,2,2,1,0,363946.47,0,2020,5,1,2018,8,25
31.0,0.0,24,0,48369,2,2,1,0,250423.33,0,2019,6,1,2018,10,8
26.0,0.0,24,0,37613,1,1,1,0,221440.0,0,2019,2,1,2018,1,28
37.0,0.0,24,1,98220,1,3,0,0,1067678.75,0,2020,12,1,2017,6,11
27.0,0.0,24,0,90585,3,3,0,1,499060.0,0,2020,12,1,2020,7,8
33.0,1.0,24,1,70900,1,1,1,0,290305.0,0,2019,6,1,2018,12,9
42.2,1.0,24,0,19433,2,2,1,0,0.0,0,2020,5,1,2020,2,1
37.0,1.0,24,1,52963,2,2,1,0,0.0,0,2019,2,1,2018,11,18
34.0,0.0,24,0,29365,1,2,0,0,670454.17,0,2020,12,1,2018,10,13
25.0,0.0,24,0,57678,3,3,0,1,324134.0,0,2020,12,1,2020,7,31
37.0,0.0,24,1,57744,3,3,0,0,0.0,0,2020,12,1,2020,9,28
25.0,1.0,24,2,19020,1,1,1,0,20184.0,0,2019,5,1,2019,2,1
25.0,0.0,24,0,64128,2,2,1,0,29932.0,0,2020,6,1,2020,1,30
34.0,1.0,24,2,56060,2,2,0,0,123810.0,0,2020,5,1,2019,11,28
37.0,0.0,24,0,63819,3,3,0,0,322263.33,0,2020,12,1,2020,9,28
31.0,1.0,24,1,49664,1,1,1,0,115972.5,0,2019,4,1,2019,1,13
28.0,0.0,24,1,78906,2,2,1,0,83315.0,0,2020,4,1,2019,11,15
27.0,0.0,24,0,54126,2,2,1,0,0.0,0,2019,12,1,2019,11,11
36.0,1.0,24,1,48540,2,2,1,0,110336.0,0,2019,5,1,2018,3,10
29.0,1.0,24,2,27216,1,1,1,0,467141.11,0,2019,9,1,2017,3,11
39.0,1.0,15,2,119932,2,4,0,0,1570579.58,0,2020,12,1,2015,9,2
45.0,0.0,15,2,56478,3,3,0,1,678665.71,0,2020,12,1,2020,5,6
36.0,1.0,15,0,57087,2,2,0,0,0.0,0,2020,12,1,2020,11,28
26.0,1.0,15,0,36529,1,1,0,0,0.0,0,2019,12,1,2019,11,16
30.0,1.0,15,1,33246,2,2,1,0,277110.0,0,2019,6,1,2018,7,12
25.0,1.0,15,1,61502,1,1,1,0,87466.67,0,2019,3,1,2018,8,8
31.0,0.0,15,2,61218,1,1,1,1,495260.83,0,2020,12,1,2020,1,14
31.0,0.0,15,0,34593,1,1,1,0,326226.67,0,2019,6,1,2018,9,28
33.0,0.0,15,2,135337,3,3,0,0,0.0,0,2020,5,1,2020,4,17
30.0,0.0,15,1,55718,2,2,1,0,0.0,0,2020,4,1,2020,11,1
32.0,0.0,15,1,54906,2,2,1,0,25120.0,0,2020,5,1,2019,2,12
35.0,0.0,20,1,48050,3,3,1,0,0.0,0,2020,10,1,2020,12,7
28.0,1.0,20,2,41971,2,2,1,0,218985.56,0,2019,9,1,2018,1,9
34.0,0.0,20,2,70994,2,2,1,0,246053.33,0,2019,6,1,2018,10,9
46.0,0.0,20,0,39841,2,2,1,0,322235.71,0,2020,9,1,2015,9,24
42.2,1.0,20,2,58278,2,2,0,0,0.0,0,2020,12,1,2020,10,16
42.0,0.0,20,1,38105,1,1,1,0,647719.23,0,2020,1,1,2018,8,25
48.0,1.0,20,2,69141,1,2,1,0,1648186.67,0,2019,12,1,2018,7,7
34.0,0.0,20,0,45180,3,3,1,0,33436.67,0,2019,3,1,2018,3,12
42.0,0.0,20,1,45183,2,2,1,0,143323.33,0,2019,6,1,2019,5,1
31.0,0.0,20,1,66779,3,3,0,0,177302.5,0,2020,12,1,2020,1,9
28.0,0.0,20,0,44091,1,1,1,1,125408.33,0,2020,2,1,2019,8,30
30.0,0.0,10,0,47565,1,1,1,0,806775.29,0,2020,5,1,2018,2,17
36.0,0.0,10,1,43690,1,1,1,0,291036.0,0,2019,5,1,2016,5,27
41.0,1.0,10,2,107368,2,4,1,0,785472.08,0,2020,12,1,2014,7,18
41.0,0.0,10,0,94171,3,3,1,0,0.0,0,2019,2,1,2018,7,17
27.0,0.0,10,1,25207,2,2,1,0,0.0,0,2019,11,1,2019,10,17
28.0,0.0,10,1,104567,3,3,0,1,2426972.73,0,2020,12,1,2020,1,2
33.0,0.0,21,1,39422,2,2,1,0,37590.0,0,2020,9,1,2020,6,13
30.0,0.0,21,2,110542,4,4,1,0,0.0,0,2019,11,1,2019,6,7
37.0,0.0,21,0,50436,3,3,1,0,1028768.0,0,2020,6,1,2020,6,2
29.0,1.0,21,0,39635,2,2,1,0,0.0,0,2019,1,1,2018,11,12
36.0,1.0,5,1,16688,1,1,1,0,98712.5,0,2019,4,1,2019,6,1
38.0,1.0,5,1,50211,3,3,1,0,0.0,0,2020,9,1,2020,11,4
24.0,1.0,5,2,40408,1,1,1,0,121400.0,0,2019,4,1,2018,7,7
46.0,0.0,5,0,101198,2,4,0,0,1963536.67,0,2020,12,1,2014,9,14
25.0,0.0,5,1,46010,1,1,1,0,0.0,0,2020,6,1,2020,3,29
